match_num,team_1,abbrev_1,game_1,team_2,abbrev_2,game_2,start,series_id,match_id,url,status
33,Rajasthan Royals,RR,9,Royal Challengers Bangalore,RCB,9,,1210595,1216522,https://www.espncricinfo.com/series/ipl-2020-21-1210595/rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522/full-scorecard,RCB won by 7 wickets (with 2 balls remaining)
34,Chennai Super Kings,CSK,9,Delhi Capitals,DC,9,,1210595,1216509,https://www.espncricinfo.com/series/ipl-2020-21-1210595/delhi-capitals-vs-chennai-super-kings-34th-match-1216509/full-scorecard,Capitals won by 5 wickets (with 1 ball remaining)
35,Kolkata Knight Riders,KKR,9,Sunrisers Hyderabad,SRH,9,,1210595,1216512,https://www.espncricinfo.com/series/ipl-2020-21-1210595/sunrisers-hyderabad-vs-kolkata-knight-riders-35th-match-1216512/full-scorecard,Match tied (KKR won the one-over eliminator)
36,Mumbai Indians,MI,9,Punjab Kings,PBKS,9,,1210595,1216517,https://www.espncricinfo.com/series/ipl-2020-21-1210595/mumbai-indians-vs-kings-xi-punjab-36th-match-1216517/full-scorecard,Match tied (Kings XI won the one-over eliminator)
37,Chennai Super Kings,CSK,10,Rajasthan Royals,RR,10,,1210595,1216533,https://www.espncricinfo.com/series/ipl-2020-21-1210595/chennai-super-kings-vs-rajasthan-royals-37th-match-1216533/full-scorecard,Royals won by 7 wickets (with 15 balls remaining)
38,Delhi Capitals,DC,10,Punjab Kings,PBKS,10,,1210595,1216546,https://www.espncricinfo.com/series/ipl-2020-21-1210595/kings-xi-punjab-vs-delhi-capitals-38th-match-1216546/full-scorecard,Kings XI won by 5 wickets (with 6 balls remaining)
39,Kolkata Knight Riders,KKR,10,Royal Challengers Bangalore,RCB,10,,1210595,1216494,https://www.espncricinfo.com/series/ipl-2020-21-1210595/kolkata-knight-riders-vs-royal-challengers-bangalore-39th-match-1216494/full-scorecard,RCB won by 8 wickets (with 39 balls remaining)
40,Rajasthan Royals,RR,11,Sunrisers Hyderabad,SRH,10,,1210595,1216518,https://www.espncricinfo.com/series/ipl-2020-21-1210595/rajasthan-royals-vs-sunrisers-hyderabad-40th-match-1216518/full-scorecard,Sunrisers won by 8 wickets (with 11 balls remaining)
41,Chennai Super Kings,CSK,11,Mumbai Indians,MI,10,,1210595,1216521,https://www.espncricinfo.com/series/ipl-2020-21-1210595/chennai-super-kings-vs-mumbai-indians-41st-match-1216521/full-scorecard,Mum Indians won by 10 wickets (with 46 balls remaining)
42,Kolkata Knight Riders,KKR,11,Delhi Capitals,DC,11,,1210595,1216497,https://www.espncricinfo.com/series/ipl-2020-21-1210595/kolkata-knight-riders-vs-delhi-capitals-42nd-match-1216497/full-scorecard,KKR won by 59 runs
43,Punjab Kings,PBKS,11,Sunrisers Hyderabad,SRH,11,,1210595,1216498,https://www.espncricinfo.com/series/ipl-2020-21-1210595/kings-xi-punjab-vs-sunrisers-hyderabad-43rd-match-1216498/full-scorecard,Kings XI won by 12 runs
44,Royal Challengers Bangalore,RCB,11,Chennai Super Kings,CSK,12,,1210595,1216544,https://www.espncricinfo.com/series/ipl-2020-21-1210595/royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544/full-scorecard,Super Kings won by 8 wickets (with 8 balls remaining)
45,Mumbai Indians,MI,11,Rajasthan Royals,RR,12,,1210595,1216541,https://www.espncricinfo.com/series/ipl-2020-21-1210595/rajasthan-royals-vs-mumbai-indians-45th-match-1216541/full-scorecard,Royals won by 8 wickets (with 10 balls remaining)
46,Kolkata Knight Riders,KKR,12,Punjab Kings,PBKS,12,,1210595,1216520,https://www.espncricinfo.com/series/ipl-2020-21-1210595/kolkata-knight-riders-vs-kings-xi-punjab-46th-match-1216520/full-scorecard,Kings XI won by 8 wickets (with 7 balls remaining)
47,Sunrisers Hyderabad,SRH,12,Delhi Capitals,DC,12,,1210595,1216524,https://www.espncricinfo.com/series/ipl-2020-21-1210595/sunrisers-hyderabad-vs-delhi-capitals-47th-match-1216524/full-scorecard,Sunrisers won by 88 runs
48,Royal Challengers Bangalore,RCB,12,Mumbai Indians,MI,12,,1210595,1216499,https://www.espncricinfo.com/series/ipl-2020-21-1210595/mumbai-indians-vs-royal-challengers-bangalore-48th-match-1216499/full-scorecard,Mum Indians won by 5 wickets (with 5 balls remaining)
49,Kolkata Knight Riders,KKR,13,Chennai Super Kings,CSK,13,,1210595,1216536,https://www.espncricinfo.com/series/ipl-2020-21-1210595/chennai-super-kings-vs-kolkata-knight-riders-49th-match-1216536/full-scorecard,Super Kings won by 6 wickets
50,Punjab Kings,PBKS,13,Rajasthan Royals,RR,13,,1210595,1216537,https://www.espncricinfo.com/series/ipl-2020-21-1210595/kings-xi-punjab-vs-rajasthan-royals-50th-match-1216537/full-scorecard,Royals won by 7 wickets (with 15 balls remaining)
51,Delhi Capitals,DC,13,Mumbai Indians,MI,13,,1210595,1216535,https://www.espncricinfo.com/series/ipl-2020-21-1210595/delhi-capitals-vs-mumbai-indians-51st-match-1216535/full-scorecard,Mum Indians won by 9 wickets (with 34 balls remaining)
52,Royal Challengers Bangalore,RCB,13,Sunrisers Hyderabad,SRH,13,,1210595,1216502,https://www.espncricinfo.com/series/ipl-2020-21-1210595/royal-challengers-bangalore-vs-sunrisers-hyderabad-52nd-match-1216502/full-scorecard,Sunrisers won by 5 wickets (with 35 balls remaining)
53,Punjab Kings,PBKS,14,Chennai Super Kings,CSK,14,,1210595,1216506,https://www.espncricinfo.com/series/ipl-2020-21-1210595/chennai-super-kings-vs-kings-xi-punjab-53rd-match-1216506/full-scorecard,Super Kings won by 9 wickets (with 7 balls remaining)
54,Kolkata Knight Riders,KKR,14,Rajasthan Royals,RR,14,,1210595,1216530,https://www.espncricinfo.com/series/ipl-2020-21-1210595/kolkata-knight-riders-vs-rajasthan-royals-54th-match-1216530/full-scorecard,KKR won by 60 runs
55,Royal Challengers Bangalore,RCB,14,Delhi Capitals,DC,14,,1210595,1216505,https://www.espncricinfo.com/series/ipl-2020-21-1210595/delhi-capitals-vs-royal-challengers-bangalore-55th-match-1216505/full-scorecard,Capitals won by 6 wickets (with 6 balls remaining)
56,Mumbai Indians,MI,14,Sunrisers Hyderabad,SRH,14,,1210595,1216495,https://www.espncricinfo.com/series/ipl-2020-21-1210595/sunrisers-hyderabad-vs-mumbai-indians-56th-match-1216495/full-scorecard,Sunrisers won by 10 wickets (with 17 balls remaining)
57,Mumbai Indians,MI,15,Delhi Capitals,DC,15,,1210595,1237177,https://www.espncricinfo.com/series/ipl-2020-21-1210595/delhi-capitals-vs-mumbai-indians-qualifier-1-1237177/full-scorecard,Mum Indians won by 57 runs
58,Royal Challengers Bangalore,RCB,15,Sunrisers Hyderabad,SRH,15,,1210595,1237178,https://www.espncricinfo.com/series/ipl-2020-21-1210595/royal-challengers-bangalore-vs-sunrisers-hyderabad-eliminator-1237178/full-scorecard,Sunrisers won by 6 wickets (with 2 balls remaining)
59,Delhi Capitals,DC,16,Sunrisers Hyderabad,SRH,16,,1210595,1237180,https://www.espncricinfo.com/series/ipl-2020-21-1210595/delhi-capitals-vs-sunrisers-hyderabad-qualifier-2-1237180/full-scorecard,Capitals won by 17 runs
60,Delhi Capitals,DC,17,Mumbai Indians,MI,16,,1210595,1237181,https://www.espncricinfo.com/series/ipl-2020-21-1210595/delhi-capitals-vs-mumbai-indians-final-1237181/full-scorecard,Mum Indians won by 5 wickets (with 8 balls remaining)
